row_id,system_tokens,user_tokens,total_tokens,sample_total_tokens,sample_avg_tokens,sample_max_tokens,sample_token_share_user,Sample1_tokens,Sample2_tokens,Sample3_tokens,Sample4_tokens,Sample5_tokens
700,68,3481,3549,2916,583.2,652,0.83769,652,652,610,505,497
701,68,8505,8573,7604,1520.8,2888,0.894062,2888,1480,970,921,1345
702,68,4969,5037,3859,771.8,1065,0.776615,748,1065,653,713,680
703,68,5978,6046,5380,1076.0,1201,0.899967,1197,1065,914,1003,1201
704,68,8750,8818,6513,1302.6,1816,0.744343,1576,1816,1142,951,1028
705,68,4970,5038,4477,895.4,1055,0.900805,695,1031,1055,854,842
706,68,6503,6571,5860,1172.0,1212,0.901123,1166,1158,1136,1212,1188
707,68,4887,4955,4425,885.0,1198,0.905463,660,1060,699,808,1198
708,68,8239,8307,6864,1372.8,2359,0.833111,781,1092,1711,2359,921
709,68,5814,5882,5247,1049.4,2404,0.902477,454,437,1054,898,2404
710,68,9886,9954,9202,1840.4,4130,0.930811,1393,1350,1081,4130,1248
711,68,7386,7454,5159,1031.8,1821,0.698484,638,582,945,1173,1821
712,68,3861,3929,3272,654.4,822,0.847449,550,714,517,822,669
713,68,6417,6485,5625,1125.0,1922,0.876578,1039,1922,731,1149,784
714,68,4322,4390,3473,694.6,878,0.803563,878,775,658,600,562
715,68,5753,5821,5200,1040.0,1581,0.903876,1026,1102,642,849,1581
716,68,7579,7647,6846,1369.2,1662,0.903285,1174,1189,1580,1662,1241
717,68,9313,9381,8809,1761.8,3316,0.945882,665,2143,1686,999,3316
718,68,9147,9215,8281,1656.2,2618,0.905324,1611,1471,2618,1536,1045
719,68,8957,9025,6292,1258.4,2023,0.702467,1767,921,904,2023,677
720,68,14867,14935,13765,2753.0,4769,0.925876,3518,2238,1988,1252,4769
721,68,6556,6624,5673,1134.6,1477,0.865314,1452,1090,1477,563,1091
722,68,9921,9989,8422,1684.4,2847,0.848906,1026,1505,2847,2093,951
723,68,9477,9545,8308,1661.6,2325,0.876649,1726,915,2083,1259,2325
724,68,9305,9373,8067,1613.4,2717,0.866953,1337,2717,1363,1279,1371
725,68,7494,7562,6355,1271.0,1401,0.848012,1295,1401,1347,1317,995
726,68,5482,5550,4532,906.4,1188,0.826706,1188,760,760,773,1051
727,68,9236,9304,8165,1633.0,4462,0.884041,1041,969,4462,633,1060
728,68,7407,7475,6864,1372.8,2024,0.926691,1127,1698,1050,965,2024
729,68,8151,8219,7418,1483.6,1663,0.910072,1469,1663,1461,1461,1364
730,68,11542,11610,9567,1913.4,2365,0.828886,2341,2186,2365,888,1787
731,68,7814,7882,6514,1302.8,2338,0.833632,1058,707,2338,1641,770
732,68,10725,10793,9464,1892.8,3368,0.882424,3368,1544,1544,1498,1510
733,68,16709,16777,12171,2434.2,4419,0.72841,4419,3325,2386,683,1358
734,68,14203,14271,13288,2657.6,5948,0.935577,819,639,4914,5948,968
735,68,9001,9069,7330,1466.0,1818,0.814354,1799,1818,851,1281,1581
736,68,5965,6033,4913,982.6,1160,0.823638,911,866,1135,841,1160
737,68,9575,9643,9014,1802.8,3948,0.94141,3948,2846,720,735,765
738,68,7074,7142,6191,1238.2,1262,0.875177,1225,1227,1240,1262,1237
739,68,5464,5532,4724,944.8,1160,0.864568,866,911,652,1160,1135
740,68,3916,3984,3442,688.4,747,0.878958,599,662,747,692,742
741,68,10815,10883,7768,1553.6,2219,0.718262,1330,736,1288,2195,2219
742,68,7780,7848,6924,1384.8,2912,0.889974,925,1145,1129,813,2912
743,68,7638,7706,6815,1363.0,1661,0.892249,1197,1153,1387,1661,1417
744,68,13332,13400,12801,2560.2,7049,0.960171,7049,851,1329,632,2940
745,68,10328,10396,9735,1947.0,3145,0.942583,3145,1254,1133,2627,1576
746,68,5209,5277,4173,834.6,970,0.801113,847,794,779,783,970
747,68,5604,5672,5119,1023.8,1185,0.913455,1056,1185,921,1004,953
748,68,3389,3457,2946,589.2,922,0.869283,522,572,922,451,479
749,68,9894,9962,9107,1821.4,3011,0.920457,1228,1134,1721,3011,2013
750,68,7574,7642,6935,1387.0,2651,0.915632,1348,1348,794,794,2651
751,68,3965,4033,3500,700.0,922,0.882724,613,633,575,757,922
752,68,5507,5575,4888,977.6,1234,0.887598,743,764,1063,1234,1084
753,68,17582,17650,16062,3212.4,4585,0.913548,4585,4488,4533,907,1549
754,68,15539,15607,11170,2234.0,5647,0.718836,5647,1814,1650,1463,596
755,68,11882,11950,11245,2249.0,3488,0.946389,1408,1842,3208,1299,3488
756,68,5145,5213,4621,924.2,1524,0.898154,1410,1524,531,591,565
757,68,8499,8567,7287,1457.4,2073,0.857395,1524,2073,1468,1125,1097
758,68,14582,14650,14058,2811.6,5948,0.964065,819,639,4914,5948,1738
759,68,4522,4590,4037,807.4,1265,0.892747,549,539,685,1265,999
760,68,3231,3299,2773,554.6,608,0.858248,519,514,543,608,589
761,68,4077,4145,3503,700.6,879,0.85921,528,803,879,879,414
762,68,12582,12650,11560,2312.0,3209,0.918773,3209,2964,892,1791,2704
763,68,9034,9102,6539,1307.8,1909,0.723821,1909,1137,1687,1034,772
764,68,7230,7298,6685,1337.0,2255,0.92462,1077,2255,1170,1165,1018
765,68,7098,7166,6305,1261.0,1704,0.888278,1123,1177,1344,957,1704
766,68,3974,4042,3413,682.6,837,0.858832,644,644,658,630,837
767,68,8829,8897,7564,1512.8,2359,0.856722,1011,1385,2359,1248,1561
768,68,8883,8951,7609,1521.8,2223,0.85658,1095,2223,1756,1580,955
769,68,10491,10559,8533,1706.6,3780,0.813364,1735,3780,1304,791,923
770,68,4693,4761,4102,820.4,1298,0.874068,856,1298,815,570,563
771,68,7417,7485,6368,1273.6,1296,0.858568,1285,1296,1285,1240,1262
772,68,8487,8555,7742,1548.4,2888,0.912219,1480,2888,970,1059,1345
773,68,7920,7988,6961,1392.2,3152,0.878914,1204,838,677,1090,3152
774,68,5792,5860,5168,1033.6,1181,0.892265,1172,1181,1043,1047,725
775,68,6515,6583,5898,1179.6,1780,0.905295,662,1780,1069,795,1592
776,68,4601,4669,4116,823.2,1154,0.894588,1154,362,800,899,901
777,68,8771,8839,7745,1549.0,2267,0.883024,1513,1492,1445,1028,2267
778,68,4568,4636,3809,761.8,903,0.833844,903,738,812,694,662
779,68,16186,16254,12493,2498.6,6666,0.77184,1014,1923,1340,6666,1550
780,68,11275,11343,10381,2076.2,4293,0.92071,1192,4293,687,1853,2356
781,68,6718,6786,6001,1200.2,1909,0.893272,857,935,753,1909,1547
782,68,9066,9134,8184,1636.8,2214,0.902713,1295,1365,2178,2214,1132
783,68,7897,7965,7300,1460.0,1861,0.924402,1392,1861,1580,1058,1409
784,68,9007,9075,8357,1671.4,1837,0.927834,1470,1837,1817,1817,1416
785,68,2992,3060,2459,491.8,633,0.821858,429,492,436,469,633
786,68,6467,6535,5783,1156.6,1482,0.894232,700,778,1482,1436,1387
787,68,6573,6641,5753,1150.6,1418,0.875247,954,831,1316,1234,1418
788,68,5865,5933,5251,1050.2,1630,0.895311,703,872,1279,1630,767
789,68,8127,8195,7126,1425.2,1852,0.87683,1085,953,1602,1634,1852
790,68,12734,12802,12024,2404.8,3495,0.944244,1748,1742,3495,1764,3275
791,68,9996,10064,8823,1764.6,3780,0.882653,1301,791,3780,1581,1370
792,68,8289,8357,7527,1505.4,2124,0.908071,2124,1639,1337,1051,1376
793,68,3403,3471,2952,590.4,750,0.86747,529,534,538,601,750
794,68,4122,4190,3583,716.6,737,0.869238,737,723,700,710,713
795,68,6339,6407,5694,1138.8,1754,0.898249,1304,1754,1167,637,832
796,68,5079,5147,4623,924.6,2314,0.910219,481,2314,616,606,606
797,68,3571,3639,3000,600.0,617,0.840101,590,599,599,595,617
798,68,6008,6076,5526,1105.2,1880,0.919774,1004,999,1085,558,1880
799,68,3341,3409,2882,576.4,708,0.862616,524,708,491,504,655
800,68,5391,5459,4888,977.6,1387,0.906696,697,840,1054,1387,910
801,68,7247,7315,6824,1364.8,2000,0.941631,758,883,2000,1573,1610
802,68,6476,6544,5677,1135.4,1723,0.876621,810,877,592,1675,1723
803,68,11475,11543,10260,2052.0,4293,0.894118,4293,1845,1601,972,1549
804,68,6031,6099,5466,1093.2,1665,0.906317,1511,748,1665,771,771
805,68,6032,6100,5550,1110.0,1267,0.920093,791,1267,1164,1164,1164
806,68,5719,5787,5154,1030.8,1060,0.901207,1027,1034,1060,976,1057
807,68,21105,21173,17724,3544.8,7870,0.839801,4315,7870,2131,2352,1056
808,68,9764,9832,8906,1781.2,2173,0.912126,1758,1760,1639,1576,2173
809,68,10924,10992,9554,1910.8,6466,0.874588,6466,655,908,850,675
810,68,3842,3910,3315,663.0,884,0.862832,648,884,498,722,563
811,68,10565,10633,9608,1921.6,5647,0.909418,1412,956,883,5647,710
812,68,6437,6505,5762,1152.4,1965,0.895137,578,593,661,1965,1965
813,68,4726,4794,3820,764.0,903,0.808295,812,738,903,694,673
814,68,7865,7933,6341,1268.2,3547,0.80623,3547,728,619,867,580
815,68,7740,7808,7054,1410.8,3150,0.91137,1598,3150,717,911,678
816,68,3286,3354,2811,562.2,1046,0.855447,425,433,462,445,1046
817,68,9784,9852,8454,1690.8,2051,0.864064,1662,1980,2051,2050,711
818,68,6904,6972,6287,1257.4,1278,0.910632,1275,1228,1271,1235,1278
819,68,5015,5083,4086,817.2,938,0.814756,808,738,938,766,836
820,68,5382,5450,4495,899.0,1065,0.835191,1011,866,800,753,1065
821,68,16337,16405,15030,3006.0,7823,0.919998,7823,4258,999,1265,685
822,68,6670,6738,6145,1229.0,2513,0.921289,669,1068,1198,697,2513
823,68,3965,4033,3461,692.2,1006,0.872888,696,471,840,1006,448
824,68,7350,7418,3484,696.8,973,0.474014,973,830,590,657,434
825,68,7417,7485,6719,1343.8,2342,0.905892,573,827,2085,2342,892
826,68,2815,2883,2301,460.2,589,0.817407,347,303,504,558,589
827,68,4660,4728,3956,791.2,1072,0.848927,508,743,795,1072,838
828,68,3903,3971,3373,674.6,812,0.864207,673,662,623,812,603
829,68,6890,6958,5620,1124.0,1760,0.815675,1114,1760,923,1032,791
830,68,8398,8466,6788,1357.6,1964,0.808288,661,1964,1440,1234,1489
831,68,8373,8441,7093,1418.6,2077,0.847128,1615,2077,887,1533,981
832,68,4339,4407,3715,743.0,900,0.856188,688,662,900,843,622
833,68,5369,5437,4599,919.8,1115,0.856584,925,873,759,1115,927
834,68,8312,8380,7400,1480.0,1818,0.890279,1523,1485,1682,892,1818
835,68,9659,9727,7281,1456.2,2307,0.753805,1095,1063,1043,1773,2307
836,68,4691,4759,4046,809.2,1017,0.862503,619,592,1017,999,819
837,68,5598,5666,5015,1003.0,1162,0.895856,1060,969,855,969,1162
838,68,4220,4288,3561,712.2,854,0.843839,817,706,701,483,854
839,68,7407,7475,6703,1340.6,1827,0.904955,1447,1039,1162,1228,1827
840,68,3263,3331,2765,553.0,605,0.84738,605,558,522,491,589
841,68,4369,4437,3732,746.4,968,0.8542,711,522,738,793,968
842,68,7881,7949,6694,1338.8,3170,0.849385,3170,1265,620,662,977
843,68,3778,3846,3226,645.2,1142,0.853891,1142,636,502,473,473
844,68,9825,9893,7393,1478.6,2276,0.752468,1909,2276,1458,765,985
845,68,5651,5719,4396,879.2,1264,0.777915,1264,691,819,474,1148
846,68,6186,6254,5548,1109.6,1361,0.896864,1028,1031,986,1142,1361
847,68,9438,9506,8113,1622.6,2385,0.85961,2385,1104,975,1816,1833
848,68,11934,12002,9582,1916.4,3488,0.802916,1601,3488,1845,1717,931
849,68,9694,9762,8358,1671.6,3148,0.862183,1934,3148,1922,659,695
850,68,8398,8466,7589,1517.8,1818,0.903668,1686,1818,1393,1265,1427
851,68,4640,4708,3783,756.6,832,0.815302,770,832,749,734,698
852,68,11566,11634,9941,1988.2,3161,0.859502,2362,3161,1535,1416,1467
853,68,21384,21452,19513,3902.6,7134,0.912505,855,4883,1767,4874,7134
854,68,9378,9446,8302,1660.4,2948,0.885263,1010,657,2948,1835,1852
855,68,5886,5954,5320,1064.0,1294,0.90384,858,656,1238,1294,1274
856,68,8853,8921,7729,1545.8,2277,0.873037,1326,1017,2277,2007,1102
857,68,5891,5959,5269,1053.8,1576,0.894415,1576,1279,839,703,872
858,68,5850,5918,5090,1018.0,1304,0.870085,862,835,840,1304,1249
859,68,5752,5820,4919,983.8,1430,0.855181,1107,572,748,1062,1430
860,68,6999,7067,4724,944.8,1311,0.674954,830,1079,1311,837,667
861,68,7239,7307,6564,1312.8,1881,0.906755,1121,1881,1261,1259,1042
862,68,10095,10163,9073,1814.6,4138,0.898762,722,1301,1193,4138,1719
863,68,8099,8167,6982,1396.4,1794,0.862082,870,1643,1794,1758,917
864,68,13205,13273,12614,2522.8,5003,0.955244,929,5003,859,5001,822
865,68,9419,9487,8184,1636.8,2326,0.868882,2326,1553,2127,928,1250
866,68,6601,6669,5343,1068.6,1453,0.809423,798,1175,1082,835,1453
867,68,9477,9545,8819,1763.8,3475,0.930569,853,3475,1020,2744,727
868,68,7769,7837,7213,1442.6,1800,0.928434,1800,1560,1013,1424,1416
869,68,5170,5238,4680,936.0,1515,0.905222,785,404,643,1515,1333
870,68,19073,19141,14216,2843.2,6092,0.745347,2493,6092,2757,1032,1842
871,68,5577,5645,5006,1001.2,1908,0.897615,695,1908,784,784,835
872,68,6711,6779,5506,1101.2,2074,0.820444,798,727,1178,729,2074
873,68,5759,5827,4909,981.8,1675,0.852405,887,781,734,832,1675
874,68,4068,4136,3403,680.6,900,0.836529,864,900,567,514,558
875,68,8258,8326,5917,1183.4,1653,0.716517,901,955,1653,1390,1018
876,68,9441,9509,8308,1661.6,2475,0.879992,987,1605,2475,2313,928
877,68,7696,7764,6508,1301.6,2113,0.845634,1263,1263,2113,1059,810
878,68,14968,15036,14095,2819.0,5948,0.941676,1738,3934,5948,1289,1186
879,68,22610,22678,21101,4220.2,6749,0.93326,6749,1052,5948,1705,5647
880,68,5974,6042,5309,1061.8,1265,0.888684,1158,1070,794,1022,1265
881,68,8820,8888,8083,1616.6,2446,0.91644,769,1939,1749,1180,2446
882,68,7067,7135,6397,1279.4,2174,0.905193,740,1058,2174,787,1638
883,68,13170,13238,8639,1727.8,4799,0.655961,985,1246,4799,705,904
884,68,6230,6298,5743,1148.6,1727,0.92183,893,922,1236,965,1727
885,68,6194,6262,5448,1089.6,1455,0.879561,1144,940,1455,830,1079
886,68,4417,4485,3797,759.4,1211,0.859633,724,596,620,646,1211
887,68,9387,9455,7129,1425.8,1645,0.759455,1645,1527,799,1553,1605
888,68,12320,12388,11465,2293.0,4868,0.930601,1516,3347,1036,4868,698
889,68,5669,5737,4582,916.4,1354,0.808255,1354,796,855,620,957
890,68,4769,4837,3223,644.6,1142,0.675823,1142,636,502,473,470
891,68,6429,6497,5024,1004.8,1385,0.781459,1385,662,882,1140,955
892,68,7242,7310,5775,1155.0,1626,0.797432,1608,1626,872,858,811
893,68,6451,6519,5749,1149.8,1256,0.89118,1171,1241,1256,1061,1020
894,68,19584,19652,18066,3613.2,6857,0.922488,1619,4275,3741,6857,1574
895,68,3115,3183,2624,524.8,614,0.842376,493,498,614,539,480
896,68,7097,7165,6440,1288.0,1480,0.907426,1289,872,1367,1432,1480
897,68,11734,11802,11085,2217.0,3769,0.944691,1244,3664,1015,1393,3769
898,68,5420,5488,4926,985.2,1041,0.908856,1014,1041,991,936,944
899,68,11797,11865,11075,2215.0,4217,0.938798,978,1370,1514,2996,4217
900,68,8363,8431,7792,1558.4,2903,0.931723,1500,1996,680,713,2903
901,68,5598,5666,4736,947.2,1014,0.846016,971,986,1014,1003,762
902,68,16728,16796,15622,3124.4,3583,0.933883,2745,2880,2880,3583,3534
903,68,5367,5435,4892,978.4,1910,0.911496,898,1910,845,558,681
904,68,6901,6969,6324,1264.8,1387,0.916389,1217,1241,1231,1248,1387
905,68,6680,6748,4893,978.6,2099,0.732485,2099,615,571,1052,556
906,68,7836,7904,7025,1405.0,2277,0.896503,831,839,1017,2061,2277
907,68,7595,7663,6958,1391.6,2478,0.916129,1977,2478,1096,658,749
908,68,5825,5893,4967,993.4,1211,0.852704,897,899,979,981,1211
909,68,7257,7325,6190,1238.0,2165,0.85297,1332,914,785,2165,994
910,68,7678,7746,6381,1276.2,1781,0.831076,1188,1781,1108,1567,737
911,68,5781,5849,4880,976.0,2290,0.844145,586,832,672,500,2290
912,68,3418,3486,2956,591.2,859,0.864833,503,442,859,795,357
913,68,8459,8527,7268,1453.6,2201,0.859203,1356,1565,2201,1110,1036
914,68,8780,8848,6976,1395.2,2745,0.794533,1662,2745,952,1056,561
915,68,11092,11160,9876,1975.2,3755,0.890371,1365,1295,1283,3755,2178
916,68,6679,6747,6103,1220.6,2228,0.91376,791,2228,1042,1121,921
917,68,6889,6957,6230,1246.0,2025,0.90434,758,2025,858,871,1718
918,68,6487,6555,5760,1152.0,1909,0.88793,863,1130,804,1909,1054
919,68,6728,6796,5992,1198.4,1814,0.890606,980,871,1814,1151,1176
920,68,4497,4565,3848,769.6,1017,0.855682,460,699,686,1017,986
921,68,4235,4303,3735,747.0,1286,0.881936,502,539,1286,705,703
922,68,12781,12849,11343,2268.6,3787,0.887489,1704,1500,3787,1028,3324
923,68,5382,5450,4877,975.4,1895,0.906169,1895,952,470,947,613
924,68,5799,5867,5238,1047.6,1778,0.903259,618,1778,1757,542,543
925,68,9693,9761,8826,1765.2,2194,0.910554,711,1942,1831,2194,2148
926,68,3670,3738,3233,646.6,1007,0.880926,516,1007,686,487,537
927,68,7220,7288,5935,1187.0,2123,0.822022,1304,825,960,2123,723
928,68,8746,8814,7859,1571.8,2239,0.898582,1198,1526,1769,2239,1127
929,68,12830,12898,11085,2217.0,3769,0.863991,1244,3664,1015,1393,3769
930,68,10852,10920,8364,1672.8,3347,0.770734,1045,1524,3347,810,1638
931,68,17620,17688,15729,3145.8,4276,0.892679,4276,2769,2895,2865,2924
932,68,7644,7712,6692,1338.4,1671,0.875458,1288,1284,1153,1296,1671
933,68,8152,8220,6193,1238.6,2001,0.759691,1509,972,2001,868,843
934,68,2821,2889,2362,472.4,505,0.837292,463,468,429,505,497
935,68,11303,11371,10475,2095.0,5531,0.926745,634,1046,1760,1504,5531
936,68,5796,5864,4946,989.2,1758,0.853347,1517,1758,456,643,572
937,68,11044,11112,10475,2095.0,5531,0.948479,634,1046,1760,1504,5531
938,68,6385,6453,5666,1133.2,1329,0.887392,989,1192,1329,972,1184
939,68,6969,7037,5726,1145.2,1706,0.821639,1417,1033,935,635,1706
940,68,8270,8338,7295,1459.0,3316,0.882104,961,901,1214,903,3316
941,68,10678,10746,9408,1881.6,2583,0.881064,2117,2546,805,1357,2583
942,68,10743,10811,9941,1988.2,4680,0.925347,1323,1293,1428,4680,1217
943,68,9025,9093,7479,1495.8,3556,0.828698,3556,1274,910,952,787
944,68,7879,7947,6468,1293.6,1468,0.820916,1468,1468,1399,1015,1118
945,68,7882,7950,7316,1463.2,2719,0.928191,852,984,1221,1540,2719
946,68,5777,5845,5152,1030.4,1435,0.891812,1221,1128,653,715,1435
947,68,8335,8403,6780,1356.0,2231,0.813437,1225,1191,1015,1118,2231
948,68,6257,6325,4880,976.0,2290,0.779926,586,500,2290,832,672
949,68,17529,17597,15591,3118.2,5129,0.88944,2413,1374,3041,3634,5129
950,68,8799,8867,7800,1560.0,3484,0.886464,3484,2037,774,613,892
951,68,5586,5654,4668,933.6,1406,0.835661,1097,1406,831,701,633
952,68,2907,2975,2477,495.4,597,0.852081,474,502,451,453,597
953,68,8790,8858,6127,1225.4,1611,0.697042,1555,1611,1097,1144,720
954,68,7124,7192,6022,1204.4,1598,0.845312,1045,1598,1017,1396,966
955,68,6516,6584,5943,1188.6,1686,0.912063,1203,1012,979,1063,1686
956,68,6622,6690,5826,1165.2,1602,0.879795,774,958,1173,1602,1319
957,68,7934,8002,7330,1466.0,2297,0.923872,952,582,2102,1397,2297
958,68,9227,9295,5519,1103.8,1471,0.598136,1285,1471,1048,1045,670
959,68,6294,6362,5486,1097.2,1433,0.871624,1151,1433,784,1419,699
960,68,7133,7201,6569,1313.8,1463,0.920931,1444,1459,847,1356,1463
961,68,3228,3296,2773,554.6,608,0.859046,519,514,543,589,608
962,68,8366,8434,7617,1523.4,2192,0.910471,1018,1249,2064,1094,2192
963,68,3942,4010,3465,693.0,871,0.878995,650,685,594,665,871
964,68,11596,11664,10246,2049.2,3465,0.883581,3465,1172,917,1345,3347
965,68,8018,8086,6922,1384.4,2119,0.863308,1337,1179,2119,996,1291
966,68,11661,11729,10597,2119.4,5647,0.908756,1343,1158,1686,5647,763
967,68,5445,5513,4743,948.6,1452,0.871074,761,922,799,1452,809
968,68,6320,6388,5582,1116.4,1171,0.883228,1171,1163,1097,1076,1075
969,68,23204,23272,20391,4078.2,5948,0.878771,3317,2985,3934,4207,5948
970,68,7788,7856,6933,1386.6,1883,0.890216,1883,1416,1401,1057,1176
971,68,23187,23255,21825,4365.0,6558,0.94126,3583,6558,3558,4538,3588
972,68,13265,13333,12617,2523.4,7710,0.95115,1246,1506,972,1183,7710
973,68,11440,11508,10391,2078.2,3941,0.908304,1010,657,1835,2948,3941
974,68,11072,11140,10215,2043.0,3941,0.922598,1392,1891,1629,3941,1362
975,68,5852,5920,5321,1064.2,2058,0.909262,504,467,2058,668,1624
976,68,6809,6877,6055,1211.0,1267,0.889264,1137,1267,1263,1123,1265
977,68,4321,4389,3522,704.4,1001,0.815089,1001,649,643,637,592
978,68,9296,9364,6671,1334.2,1591,0.71762,1550,725,1469,1591,1336
979,68,6417,6485,5681,1136.2,1455,0.885305,1455,1430,729,1364,703
980,68,13324,13392,11527,2305.4,3321,0.865131,2366,1676,878,3321,3286
981,68,6683,6751,5753,1150.6,1291,0.860841,751,1226,1281,1204,1291
982,68,8608,8676,7698,1539.6,3236,0.894284,1140,702,3236,1436,1184
983,68,16133,16201,14281,2856.2,5981,0.885204,2944,1128,5981,1082,3146
984,68,8035,8103,7091,1418.2,1900,0.882514,1486,1900,979,1325,1401
985,68,4351,4419,3821,764.2,1192,0.878189,507,1192,711,759,652
986,68,6174,6242,5340,1068.0,1663,0.864917,758,660,915,1663,1344
987,68,9046,9114,7434,1486.8,2226,0.8218,2226,1299,882,1896,1131
988,68,8937,9005,6462,1292.4,1567,0.723061,1304,1392,1567,1082,1117
989,68,8953,9021,8162,1632.4,2313,0.91165,1141,2313,1424,1983,1301
990,68,7143,7211,6527,1305.4,1467,0.913762,1294,1467,1371,1365,1030
991,68,4943,5011,4290,858.0,987,0.867894,944,637,984,987,738
992,68,8604,8672,7268,1453.6,2151,0.844723,1366,637,2151,1089,2025
993,68,6258,6326,5213,1042.6,1459,0.833014,977,1459,1116,901,760
994,68,7431,7499,6412,1282.4,2316,0.862872,917,854,1558,2316,767
995,68,7769,7837,5771,1154.2,1286,0.742824,1231,982,986,1286,1286
996,68,8410,8478,6772,1354.4,1900,0.805232,989,1325,1072,1486,1900
997,68,31545,31613,25185,5037.0,6520,0.798383,6466,6412,6520,4130,1657
998,68,8892,8960,7760,1552.0,2364,0.872695,1392,1371,1400,1233,2364
999,68,10288,10356,7532,1506.4,2047,0.732115,1653,1018,2047,1424,1390
1000,68,5214,5282,4733,946.6,1343,0.907748,514,1201,554,1343,1121
1001,68,8116,8184,7548,1509.6,1539,0.930015,1526,1539,1513,1522,1448
1002,68,6949,7017,6258,1251.6,1714,0.900561,679,679,1714,1702,1484
1003,68,6707,6775,5624,1124.8,1758,0.838527,683,1079,1337,767,1758
1004,68,10747,10815,10311,2062.2,4836,0.959431,570,948,2817,1140,4836
1005,68,5317,5385,4546,909.2,1130,0.854993,827,797,1130,863,929
1006,68,9372,9440,7573,1514.6,1880,0.808045,925,1863,1378,1880,1527
1007,68,7619,7687,6767,1353.4,1650,0.888174,1463,1265,1598,1650,791
1008,68,4196,4264,3726,745.2,1186,0.887989,466,450,1078,1186,546
1009,68,9435,9503,8690,1738.0,3835,0.921039,757,1213,3835,1686,1199
1010,68,10528,10596,9608,1921.6,5647,0.912614,1412,956,883,5647,710
1011,68,10984,11052,7832,1566.4,3391,0.713037,3391,1126,1119,858,1338
1012,68,9951,10019,8919,1783.8,3792,0.896292,1772,1035,1154,1166,3792
1013,68,4095,4163,3580,716.0,828,0.874237,658,711,637,746,828
1014,68,10365,10433,6306,1261.2,1657,0.608394,1657,1418,831,1084,1316
1015,68,7977,8045,6925,1385.0,1715,0.868121,1449,1143,1281,1715,1337
1016,68,5327,5395,4693,938.6,998,0.880984,929,998,946,911,909
1017,68,7456,7524,6767,1353.4,1650,0.907591,1265,1463,1598,1650,791
1018,68,5686,5754,5152,1030.4,1658,0.906085,786,786,1658,961,961
1019,68,5490,5558,4928,985.6,1711,0.897632,598,936,1711,1069,614
1020,68,9292,9360,8580,1716.0,2570,0.923375,1277,899,2570,2435,1399
1021,68,5500,5568,4851,970.2,1029,0.882,1029,961,959,947,955
1022,68,4569,4637,3902,780.4,1279,0.854016,583,1279,505,703,832
1023,68,7038,7106,6355,1271.0,1401,0.902955,1295,1401,995,1317,1347
1024,68,6742,6810,5777,1155.4,1518,0.856867,838,1443,1296,682,1518
1025,68,5661,5729,4970,994.0,1797,0.877937,711,942,825,695,1797
1026,68,5345,5413,4688,937.6,1350,0.877081,778,700,558,1302,1350
1027,68,6908,6976,6275,1255.0,1691,0.908367,1505,1296,1085,698,1691
1028,68,7799,7867,7252,1450.4,2307,0.929863,1395,1574,1226,750,2307
1029,68,6847,6915,6289,1257.8,1549,0.918504,1038,1092,1274,1549,1336
1030,68,5859,5927,5105,1021.0,1368,0.871309,1368,807,937,863,1130
1031,68,16458,16526,13345,2669.0,3484,0.810852,1273,3484,2882,2868,2838
1032,68,11690,11758,11066,2213.2,5703,0.946621,1891,5703,1437,999,1036
1033,68,8803,8871,7991,1598.2,2618,0.907759,2618,1390,1471,1536,976
1034,68,3536,3604,3050,610.0,984,0.862557,687,413,577,389,984
1035,68,6814,6882,5447,1089.4,1262,0.799384,1262,1255,1064,769,1097
1036,68,5822,5890,5344,1068.8,1695,0.917898,840,884,898,1695,1027
1037,68,5254,5322,4168,833.6,1704,0.7933,601,661,588,614,1704
1038,68,3124,3192,2583,516.6,803,0.826825,528,803,414,422,416
1039,68,7134,7202,6530,1306.0,2646,0.915335,778,1009,966,1131,2646
1040,68,9440,9508,8538,1707.6,2135,0.904449,1283,1220,1800,2100,2135
1041,68,2559,2627,2118,423.6,558,0.827667,318,387,522,333,558
1042,68,8466,8534,7738,1547.6,2275,0.914009,2275,1613,1324,1102,1424
1043,68,4122,4190,3542,708.4,995,0.859292,597,598,789,563,995
1044,68,4389,4457,3456,691.2,1247,0.787423,1247,560,553,554,542
1045,68,9103,9171,8454,1690.8,2051,0.928705,711,1662,2050,1980,2051
1046,68,4822,4890,4099,819.8,876,0.850062,788,840,759,836,876
1047,68,10029,10097,8421,1684.2,2162,0.839665,1071,1055,2130,2162,2003
1048,68,7966,8034,6461,1292.2,2373,0.811072,1635,2373,714,1019,720
1049,68,2574,2642,2151,430.2,445,0.835664,435,445,413,433,425
1050,68,3297,3365,2715,543.0,841,0.823476,841,370,357,325,822
1051,68,17517,17585,15622,3124.4,3583,0.891819,3534,3583,2880,2880,2745
1052,68,4097,4165,3547,709.4,1007,0.865755,1007,530,968,453,589
1053,68,5166,5234,4258,851.6,1169,0.824235,879,879,803,528,1169
1054,68,6995,7063,6379,1275.8,1720,0.911937,1345,1406,1720,1399,509
1055,68,3016,3084,2512,502.4,686,0.832891,686,469,492,436,429
1056,68,5942,6010,5114,1022.8,1132,0.860653,900,1050,926,1106,1132
1057,68,4461,4529,3737,747.4,840,0.837705,788,701,704,840,704
1058,68,6046,6114,5125,1025.0,1143,0.847668,1143,900,926,1106,1050
